"ID","Site","Length","Width","Thickness","Other.typologies","Angle.1","Angle.2","Angle.3","Angle.4","Angle.5","Bow","Area","Long.base","Short.base","Campaign","Layer","Colour","Distal.side.length","Proximal.side.length","Date","Date.BP","Calibrated.date","Sd.Date.BP","Direction.bow","Direction.short.base","Direction.distal.side","Direction.proximal.side","Excavated.by","Extension.bow","Extension.short.base","Extension.distal.side","Extension.proximal.side","Phase","Reliability","Broad.Shape","Type.Fortea","Type.Garcia.Puchol","Type.Juan.Cabanilles","Original.museum.ID","Location.museum.ID","Inclination.bow","Inclination.short.base","Inclination.distal.side","Inclination.proximal.side","Shape.Proximal","Reliability.proximal","Shape.distal","Reliability.distal","Shape.short.base","Reliability.short.base","Shape.bow","Reliability.bow","Raw.material","Microburin","Archaeological.level","Comments","Outline.vertex","Orientation","Grid","Residual.retouch","Sector","Symmetry","Sub.grid","Location","X","Y","Z","Vertex","X_geo","Y_geo","Z_geo","rel","Label.Fortea"
3,"Cueva de la Cocina","1.77","0.77","0.14","","37.18","59.81","143.19","119.82","0","0","0.78","1.77","0.6",1942,1,"Gris clar","0.72","1.01","13.07.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","","100","Trapezi","G8. Trapecio con la base pequena retocada","TRa 9.1.7 Trapecio con la base pequena retocada","G17. Trapecio con la base pequena retocada","1128",120369,"No escau","Abrupte/Simple","Abrupte","Abrupte","Rectilini","Complet","Convex suau","Complet","Convex","Complet","No escau","No escau","Silex","No","","","Triangular","Dreta","","Si","RSE","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G9"
4,"Cueva de la Cocina","2.12","0.63","0.25","","29.79","28.21","147.86","154.15","0","0","0.83","2.36","0.37",1942,1,"Gris clar","1.15","1.12","13.07.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","","97.24","Trapezi","G8. Trapecio con la base pequena retocada","TRa 9.1.7 Trapecio con la base pequena retocada","G17. Trapecio con la base pequena retocada","1126",120369,"No escau","Abrupte","Abrupte","Abrupte","Rectilini","Incomplet","Recte regular","Complet","Rectilini","Complet","No escau","No escau","Silex","No","","","Triangular","Esquerra","","No","RSE","Si","","SIP",NA,NA,"","Taprezoidal","","","",97.24,"G9"
5,"Cueva de la Cocina","1.86","0.7","0.24","","49.04","29.14","0","0","101.81","0","0.81","1.85","0",1942,1,"Ocre","1.43","0.92","13.07.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G14. Triangulo escaleno con el lado pequeno convexo","Ta 9.3.5 Triangulo escaleno con el lado pequeno convexo","G3. Triangulo de retoque abrupto","1126",120369,"No escau","No escau","Abrupte","Abrupte","Convex","Complet","Convex suau","Complet","No escau","No escau","No escau","No escau","Silex","No","","- Els retocs de la base major pareixen d'us- Les tipologia G14 de Fortea i Ta.9.3.5 de Garcia Puchol aci son sensu lato, perque
 el costat llarg tambe es convexe.","Triangular","Esquerra","","Si","RSE","No","","SIP",NA,NA,"","Si","","","",100,"G14"
7,"Cueva de la Cocina","1.86","0.59","0.18","","52.68","34.63","0","0","0","2.23","0.7","1.89","0",1942,1,"Ocre","1.09","1.04","18.07.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","1116",120369,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Convex","No escau","Convex","No escau","Centrat suau","Complet","Silex","No","","","Segmentoïde","Esquerra","","No","RSE","No","","SIP",NA,NA,"","Segmentoide","","","",100,"G1"
8,"Cueva de la Cocina","1.96","0.59","0.27","","34.57","30.64","141.75","153.04","0","0","0.83","2.33","0.64",1942,1,"Gris","1.02","0.99","18.07.2017",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","96.4","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","1131",120369,"No escau","Inexistent","Abrupte/Simple","Abrupte","Rectilini","Incomplet","Recte regular","Incomplet","Rectilini","Complet","No escau","No escau","Silex","No","","","","","","","","","","",NA,NA,"","","","","",96.4,"G6"
9,"Cueva de la Cocina","2.18","0.45","0.22","","27.81","29.56","0","0","0","2.86","0.68","2.65","0",1942,1,"Gris","1.34","1.46","18.07.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","","95.75","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","1116",120369,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Convex pronunciat","No escau","Convex","No escau","Centrat suau","Incomplet","Silex","No","","","Trapezoïdal","Esquerra","","Si","RSE","Si","","SIP",NA,NA,"","Segmentoide","","","",95.75,"G1"
10,"Cueva de la Cocina","2.29","0.54","0.28","","31.26","43.54","0","0","0","2.55","0.89","2.31","0",1942,1,"Blanc","1.16","1.3","18.07.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","1116",120369,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Convex","No escau","Convex","No escau","Centrat suau","Complet","Silex","No","","","Segmentoïde","Dreta","","No","RSE","No","","SIP",NA,NA,"","Segmentoide","","","",100,"G1"
11,"Cueva de la Cocina","2.22","0.79","0.32","","50.21","41.88","0","0","0","2.69","1.27","2.22","0",1942,1,"Ocre","1.24","1.28","18.07.2017",NA,"",NA,"No escau","Doble bisell","Doble bisell","Doble bisell","Pericot","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Ss 9.6 Segmento de doble bisel","G2. Segmento de retoque en doble bisel","1116",120369,"No escau","Oblicu","Oblicu","Oblicu","Convex","No escau","Convex pronunciat","No escau","Convex","No escau","Centrat abrupte","Complet","Silex","No","","","Trapezoïdal","Esquerra","","Si","RSE","Si","","SIP",NA,NA,"","Segmentoide","","","",100,"G1"
12,"Cueva de la Cocina","3.2","0.59","0.37","","43.36","23.14","0","0","0","3.39","1.23","3.15","0",1942,1,"Gris oscur","2.25","1.06","18.07.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","1145",120370,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Convex","No escau","Convex","No escau","Suau esquerra","Complet","Silex","No","","","Trapezoïdal","Esquerra","","No","RSE","No","","SIP",NA,NA,"","Segmentoide","","","",100,"G1"
13,"Cueva de la Cocina","2.46","0.65","0.32","","32.98","38.87","0","0","0","2.95","1.13","2.65","0",1942,1,"Rosa","1.48","1.39","18.07.2017",NA,"",NA,"No escau","Inversa","Inversa","Inversa","Pericot","No escau","Continu","Continu","Continu","","95.69","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","1145",120370,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Convex","No escau","Convex","No escau","Centrat abrupte","Incomplet","Silex","No","","- En la cara frontal de l'arc te un retoc directe molt marginal, pero

 no es pot considerar que siga doble bisell","Segmentoïde","Dreta","","No","RSE","No","","SIP",NA,NA,"","Segmentoide","","","",95.69,"G1"
14,"Cueva de la Cocina","2.58","0.68","0.34","","35.85","20.13","145.91","158.11","0","0","1.07","2.61","0.32",1942,1,"Crema","1.63","0.94","18.07.2017",NA,"",NA,"No escau","Inversa","Inversa","Inversa","Pericot","No escau","Continu","Continu","Continu","","100","Trapezi","G3. Trapecio asimetrico","TRa 9.1.2 Trapecio asimetrico","G6. Trapecio asimetrico","1145",120370,"No escau","Abrupte","Abrupte","Abrupte","Rectilini","Complet","Convex suau","Complet","Rectilini","Complet","No escau","No escau","Silex","No","","","Triangular","Esquerra","","No","RSE","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G3"
15,"Cueva de la Cocina","2.22","0.58","0.19","","24.51","27.98","0","0","127.51","0","0.76","2.24","0",1942,1,"Gris clar","1.17","1.32","17.10.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G9. Triangulo isosceles","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","1145",120370,"No escau","No escau","Abrupte","Abrupte","Convex suau","Complet","Recte regular","Complet","No escau","No escau","No escau","No escau","Silex","No","","","Triangular","Dreta","","Si","RSE","No","","SIP",NA,NA,"","Si","","","",100,"G9"
18,"Cueva de la Cocina","2.06","0.37","0.29","","40.02","22.28","0","0","0","2.2","0.54","2.06","0",1942,1,"Gris","1.16","0.99","17.10.2017",NA,"",NA,"No escau","Inversa","Inversa","Inversa","Pericot","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","1145",120370,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Recte","No escau","Convex","No escau","Suau esquerra","Complet","Silex","No","","","Trapezoïdal","Esquerra","","No","RSE","No","","SIP",NA,NA,"","Segmentoide","","","",100,"G1"
19,"Cueva de la Cocina","1.73","0.58","0.24","","34.97","29.8","0","0","0","1.92","0.67","1.75","0",1942,1,"Crema","0.98","0.91","17.10.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Microburi","Continu","","100","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","1144",120370,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Convex suau","No escau","Convex","No escau","Centrat suau","Complet","Silex","Si","","","Segmentoïde","Esquerra","","Si","RSE","Si","","SIP",NA,NA,"","Segmentoide","","","",100,"G1"
21,"Cueva de la Cocina","1.98","0.81","0.24","","42.56","26.68","0","0","110.76","0","0.77","2.43","0",1942,1,"Gris","1.76","1.17","17.10.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","95.25","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","1105",120370,"No escau","No escau","Abrupte","Abrupte","Concau","Complet","Trencat","Incomplet","No escau","No escau","No escau","No escau","Silex","No","","","Triangular","Esquerra","","No","RSE","No","","SIP",NA,NA,"","Pedunculat arrodonit","","","",95.25,"G18"
23,"Cueva de la Cocina","1.73","0.89","0.22","","34.27","46.91","0","0","98.81","0","0.65","2","0",1942,1,"Gris","1.14","1.48","17.10.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Microburi","Continu","","96.77","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","1163",120370,"No escau","No escau","Abrupte","Abrupte","Concau","Incomplet","Trencat","Incomplet","No escau","No escau","No escau","No escau","Silex","Si","","","Triangular","Dreta","","No","RSE","No","","SIP",NA,NA,"","Pedunculat punta","","","",96.77,"G18"
24,"Cueva de la Cocina","1.8","0.58","0.28","","49.44","32.11","0","0","0","2.11","0.63","1.83","0",1942,1,"Melat","1.14","0.92","17.10.2017",NA,"",NA,"No escau","Inversa","Inversa","Inversa","Pericot","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","1144",120370,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Trencat","No escau","Convex","No escau","Suau esquerra","Complet","Silex","No","","","Triangular","Esquerra","","No","RSE","No","","SIP",NA,NA,"","Segmentoide","","","",100,"G1"
25,"Cueva de la Cocina","2.53","0.44","0.32","","31.68","24.51","0","0","0","2.7","0.79","2.52","0",1942,1,"Crema","1.52","1.12","17.10.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","1145",120370,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Trencat","No escau","Convex","No escau","Centrat suau","Complet","Silex","No","","","Trapezoïdal","Esquerra","","No","RSE","No","","SIP",NA,NA,"","Segmentoide","","","",100,"G1"
27,"Cueva de la Cocina","2.11","0.58","0.2","","41.23","26.93","0","0","0","2.42","0.82","2.16","0",1942,1,"Crema","1.38","1","07.11.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","1145",120370,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Trencat","No escau","Convex","No escau","Suau esquerra","Complet","Silex","No","","","Segmentoïde","Esquerra","","No","RSE","No","","SIP",NA,NA,"","Segmentoide","","","",100,"G1"
28,"Cueva de la Cocina","2.27","0.53","0.26","","24.26","35.78","0","0","0","2.8","0.9","2.59","0",1942,1,"Ocre","1.08","1.68","07.11.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","","97.08","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","1145",120370,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Trencat","No escau","Convex","No escau","Centrat suau","Incomplet","Silex","No","","","Segmentoïde","Dreta","","No","RSE","No","","SIP",NA,NA,"","Segmentoide","","","",97.08,"G1"
29,"Cueva de la Cocina","2.91","0.82","0.65","","33.75","26.56","0","0","0","3.44","1.49","3.14","0",1942,1,"Gris oscur","1.83","1.58","07.11.2017",NA,"",NA,"No escau","Inversa","Inversa","Inversa","Pericot","No escau","Continu","Continu","Continu","","100","Trapezi","G7. Trapecio con un lado convexo","TRa 9.1.6 Trapecio con un lado convexo","G10. Trapecio con lado(s) convexo(s)","1451",120370,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Trencat","No escau","Rectilini","No escau","No escau","Complet","Silex","No","","es una peça molt partiular, perque
 la base menor es molt ampla i el retoc esta poc definit","Triangular","Esquerra","","No","RSE","Si","","SIP",NA,NA,"","Taprezoidal","","","",100,"G8"
31,"Cueva de la Cocina","2.11","0.56","0.28","","32.81","35.28","0","0","0","2.32","0.74","2.1","0",1942,1,"Ocre","1.06","1.23","07.11.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","1165",120370,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Trencat","No escau","Convex","No escau","Centrat suau","Complet","Silex","No","","","Triangular","Dreta","","No","RSE","No","","SIP",NA,NA,"","Segmentoide","","","",100,"G1"
33,"Cueva de la Cocina","2.07","0.53","0.31","","27.8","24.23","0","0","127.97","0","0.63","2.08","0",1942,1,"Gris","1.23","1.08","07.11.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G9. Triangulo isosceles","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","1145",120370,"No escau","No escau","Abrupte","Abrupte","Rectilini","Complet","Trencat","Complet","No escau","No escau","No escau","No escau","Silex","No","","No esta clar que el retoc de la part proximal siga bipolar. es possible que la xicoteta mosa siga natural","Trapezoïdal","Esquerra","","No","RSE","No","","SIP",NA,NA,"","Si","","","",100,"G9"
35,"Cueva de la Cocina","2.52","0.58","0.24","","16.16","32.66","0","0","131.18","0","0.83","2.55","0",1942,1,"Melat","0.94","1.83","07.11.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G15. Triangulo escaleno alargado con el lado pequeno convexo","Ta 9.3.6 Triangulo escaleno alargado con el lado pequeno convexo","G3. Triangulo de retoque abrupto","1145",120370,"No escau","No escau","Abrupte","Abrupte","Rectilini","Complet","Trencat","Complet","No escau","No escau","No escau","No escau","Silex","No","","NOTA SOBRE LES TIPOLOGIES DE BINDER: Encara que els tipus 40, 41 i 42 de Binder no tenen subtipus b, nosaltres si que estem emprant-los, perque
 ens apareixen eixes tipologies, pero

 amb triangle","Triangular","Dreta","","No","RSE","No","","SIP",NA,NA,"","Si","","","",100,"G15"
41,"Cueva de la Cocina","2.12","0.78","0.22","","31.41","30.86","0","0","117.73","0","0.86","2.5","0",1942,1,"Ocre/melat","1.47","1.45","09.11.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","95.56","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","1147",120370,"No escau","No escau","Abrupte","Abrupte","Concau","Incomplet","Trencat","Complet","No escau","No escau","No escau","No escau","Silex Jaspoide","No","","El costat proximal practicament no aprofita per a mesures","Pedunculat arrodonit","Dreta","","No","RSE","Si","","SIP",NA,NA,"","Pedunculat punta","","","",95.56,"G18"
42,"Cueva de la Cocina","1.86","0.83","0.21","","40.71","38.49","0","0","100.8","0","0.91","1.82","0",1942,1,"Gris","1.21","1.16","09.11.2017",NA,"",NA,"No escau","No escau","Directa","Inversa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G9. Triangulo isosceles","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","1146",120370,"No escau","No escau","Abrupte","Semiabrupte","Rectilini","Complet","Trencat","Complet","No escau","No escau","No escau","No escau","Silex","No","","","Triangular","Esquerra","","No","RSE","Si","","SIP",NA,NA,"","Si","","","",100,"G9"
45,"Cueva de la Cocina","1.82","0.55","0.27","","28.28","27.98","0","0","123.73","0","0.58","1.84","0",1942,1,"Melat","1.05","1.04","09.11.2017",NA,"",NA,"No escau","No escau","Inversa","Directa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G9. Triangulo isosceles","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","1146",120370,"No escau","No escau","Abrupte","Abrupte","Rectilini","Complet","Trencat","Complet","No escau","No escau","No escau","No escau","Silex","No","","","Triangular","Esquerra","","No","RSE","Si","","SIP",NA,NA,"","Si","","","",100,"G9"
46,"Cueva de la Cocina","1.76","1.1","0.33","","64.72","44.19","136.03","115.06","0","0","1.21","1.77","0.58",1942,1,"Morat","1.27","0.76","09.11.2017",NA,"",NA,"No escau","Inversa","Doble bisell","Doble bisell","Pericot","No escau","Continu","Continu","Continu","","100","Trapezi","G3. Trapecio asimetrico","TRsp 9.2.1 Trapecio con doble bisel","G7. Trapecio simetrico o asimetrico con retoque oblicuo o rasante complementario","Il·legible",120370,"No escau","Oblicu","Oblicu","Semiabrupte","Rectilini","Complet","Trencat","Complet","Rectilini","Complet","No escau","No escau","Silex","No","","","Trapezoïdal","Esquerra","","No","RSE","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G3"
49,"Cueva de la Cocina","2.17","0.48","0.29","","21.01","21.09","0","0","137.91","0","0.71","2.18","0",1942,1,"Gris","1.17","1.17","09.11.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G14. Triangulo escaleno con el lado pequeno convexo","Ta 9.3.5 Triangulo escaleno con el lado pequeno convexo","G3. Triangulo de retoque abrupto","1145",120370,"No escau","No escau","Abrupte","Abrupte","Rectilini","Complet","Trencat","Complet","No escau","No escau","No escau","No escau","Silex","No","","","Segmentoïde","Esquerra","","No","RSE","Si","","SIP",NA,NA,"","Si","","","",100,"G14"
50,"Cueva de la Cocina","1.69","0.66","0.27","","40.71","27.95","0","0","111.34","0","0.76","1.7","0",1942,1,"Melat","1.19","0.86","09.11.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","","100","Trapezi","G7. Trapecio con un lado convexo","TRa 9.1.6 Trapecio con un lado convexo","G10. Trapecio con lado(s) convexo(s)","Il·legible",120370,"No escau","Abrupte","Abrupte","Abrupte","Convex","Complet","Trencat","Complet","Rectilini","No escau","No escau","No escau","Silex","No","","","Trapezoïdal","Esquerra","","No","RSE","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G8"
65,"Cueva de la Cocina","2.27","0.5","0.24","","46.4","32.2","0","0","0","2.45","0.88","2.21","0",1942,1,"Gris","1.13","1.23","16.11.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","1366",120371,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Recte regular","No escau","Convex","No escau","Suau esquerra","Complet","Silex","No","","","Segmentoïde","Esquerra","","No","RSE","No","","SIP",NA,NA,"","Segmentoide","","","",100,"G1"
66,"Cueva de la Cocina","1.73","0.79","0.24","","40.8","35.41","0","0","103.78","0","0.71","1.76","0",1942,1,"Mel clar","1.19","1.05","16.11.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","1366",120371,"No escau","No escau","Abrupte","Abrupte","Concau alt","Complet","Recte regular","Complet","No escau","No escau","No escau","No escau","Silex","No","","","Trapezoïdal","Esquerra","","No","RSE","No","","SIP",NA,NA,"","Pedunculat arrodonit","","","",100,"G18"
69,"Cueva de la Cocina","1.87","0.48","0.23","","31.6","48.26","0","0","0","2.19","0.51","1.9","0",1942,1,"Rosa","0.73","1.43","16.11.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G15. Triangulo escaleno alargado con el lado pequeno convexo","Ta 9.3.6 Triangulo escaleno alargado con el lado pequeno convexo","G3. Triangulo de retoque abrupto","1387",120371,"No escau","No escau","Abrupte","Abrupte","Convex","No escau","Recte regular","No escau","No escau","No escau","No escau","Complet","Silex","No","","","Triangular","Dreta","","No","RSE","No","","SIP",NA,NA,"","Si","","","",100,"G15"
76,"Cueva de la Cocina","1.65","0.92","0.26","","42.76","48.02","129.54","139.68","0","0","0.89","1.66","0.24",1942,1,"Gris","0.94","1.08","28.11.2017",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","1386",120371,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Recte regular","Complet","Inexistent","Complet","No escau","No escau","Silex Dalmata","No","","","Triangular","Dreta","","No","RSE","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G6"
80,"Cueva de la Cocina","1.42","0.56","0.18","","45.63","43.13","0","0","0","2","0.5","1.63","0",1942,1,"Mel clar","0.93","1.02","28.11.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","1366",120371,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Recte regular","No escau","Convex","No escau","Centrat suau","Complet","Silex","No","","","Trapezoïdal","Esquerra","","No","RSE","Si","","SIP",NA,NA,"","Segmentoide","","","",100,"G1"
82,"Cueva de la Cocina","2.31","1.3","0.29","","64.7","70.28","0","0","0","3.52","2.02","2.32","0",1942,1,"Crema","1.82","1.46","28.11.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Indefinible","Indefinible","No en te",120372,"No escau","Oblicu","Oblicu","Oblicu","Convex","No escau","Recte regular","No escau","Convex","No escau","Centrat suau","Complet","Silex Melat Granulos","No","","No es defineixen les tipologies de Ximo i Oreto perque
 en segments nomes contemplen abrupte o de doble bisell, pero

 aquest es oblicu i directe, amb la qual cosa no es ni una cosa ni l'altra","Segmentoïde","Esquerra","","No","RSE","No","","SIP",NA,NA,"","Segmentoide","","","",100,"G1"
83,"Cueva de la Cocina","1.65","1.27","0.29","","99.68","69.97","0","0","0","3.32","1.61","1.41","0",1942,1,"Melat","1.55","0.79","28.11.2017",NA,"",NA,"No escau","Doble bisell","Doble bisell","Doble bisell","Pericot","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Ss 9.6 Segmento de doble bisel","G2. Segmento de retoque en doble bisel","No en te",120372,"No escau","Oblicu","Oblicu","Oblicu","Convex","No escau","Recte regular","No escau","Convex","No escau","Abrupte esquerra","Complet","Silex Serpis","No","","","Trapezoïdal","Esquerra","","No","RSE","No","","SIP",NA,NA,"","Segmentoide","","","",100,"G1"
85,"Cueva de la Cocina","1.32","1.7","0.31","","69.82","81.4","77.29","131.49","0","0","1.59","1.35","0.71",1942,1,"Melat","1.2","1.67","28.11.2017",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G3. Trapecio asimetrico","TRa 9.1.2 Trapecio asimetrico","G6. Trapecio asimetrico","No en te",120372,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Recte regular","Complet","Inexistent","Complet","No escau","No escau","Silex Local Cocina","No","","Aci els angles els calculare amb el GIS perque
 hi ha que fer a munto de feina de triangular i no vull perdre mes temps","Trapezoïdal","Esquerra","","No","RSE","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G3"
93,"Cueva de la Cocina","1.89","0.74","0.22","","63.66","40.53","0","0","0","2.41","0.92","1.86","0",1942,1,"Mel clar","1.28","1.03","28.11.2017",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","No en te",120372,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Recte regular","No escau","Convex","No escau","Abrupte esquerra","Complet","Silex Local Cocina","No","","","Trapezoïdal","Esquerra","","No","RSE","No","","SIP",NA,NA,"","Segmentoide","","","",100,"G1"
98,"Cueva de la Cocina","2.62","1.07","0.18","","37.52","35.92","0","0","106.57","0","1.22","2.65","0",1942,2,"Melat","1.69","1.62","28.11.2017",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","1215",120362,"No escau","No escau","Abrupte","Abrupte","Concau alt","Complet","Recte regular","Complet","No escau","No escau","No escau","No escau","Silex Melat","No","","","Pedunculat arrodonit","Esquerra","","Si","A-B-C-D","Si","","SIP",NA,NA,"","Pedunculat punta","","","",100,"G18"
