"ID","Site","Length","Width","Thickness","Other.typologies","Angle.1","Angle.2","Angle.3","Angle.4","Angle.5","Bow","Area","Long.base","Short.base","Campaign","Layer","Colour","Distal.side.length","Proximal.side.length","Date","Date.BP","Calibrated.date","Sd.Date.BP","Direction.bow","Direction.short.base","Direction.distal.side","Direction.proximal.side","Excavated.by","Extension.bow","Extension.short.base","Extension.distal.side","Extension.proximal.side","Phase","Reliability","Broad.Shape","Type.Fortea","Type.Garcia.Puchol","Type.Juan.Cabanilles","Original.museum.ID","Location.museum.ID","Inclination.bow","Inclination.short.base","Inclination.distal.side","Inclination.proximal.side","Shape.Proximal","Reliability.proximal","Shape.distal","Reliability.distal","Shape.short.base","Reliability.short.base","Shape.bow","Reliability.bow","Raw.material","Microburin","Archaeological.level","Comments","Outline.vertex","Orientation","Grid","Residual.retouch","Sector","Symmetry","Sub.grid","Location","X","Y","Z","Vertex","X_geo","Y_geo","Z_geo","rel","Label.Fortea"
3034,"Pontet","2.4","0.66","0.16","","31.66","128.52","0","0","19.81","0","0.83","1.15","0",NA,NA,"Caqui","1.78","2.65","10.09.2019",NA,"",NA,"No escau","Inversa","Directa","Directa","Carlos Mazo, Lourdes Montes","No escau","Continu","Continu","Continu","","97.32","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.10 Triangulo con dos lados concavos tipo Cocina","G3. Triangulo de retoque abrupto","8610.4A'.193.119",NA,"No escau","Oblicu","Abrupte","Abrupte","Concau","Complet","Rectilini regular","Incomplet","No escau","No escau","No escau","No escau","Silex Botorrita / Monegros","No","c inferior","Te retoc invers al vertex. No pose datacions perque
 no em pareixen aceptables",NA,"Dreta","","No","","No","","Universidad de Zaragoza",NA,NA,"","Pedunculat punta","","","193",97.32,"G18"
3035,"Pontet","2.18","0.75","0.22","","33.04","32.26","144.29","150.41","0","0","0.92","2.2","0.19",NA,NA,"Gris clar","1.2","1.19","10.09.2019",NA,"",NA,"No escau","Inexistent","Directa","Directa","Carlos Mazo, Lourdes Montes","No escau","Inexistent","Continu","Continu","","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","8610.2B.196.93",NA,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Rectilini regular","Complet","Inexistent","Complet","No escau","No escau","Silex","No","c inferior","No pose datacions perque
 no em pareixen aceptables",NA,"Esquerra","","No","","Si","","Universidad de Zaragoza",NA,NA,"","Pedunculat quadrat","","","193",100,"G7"
3036,"Pontet","2.41","0.95","0.22","","41.41","22.94","0","0","115.65","0","1.13","2.63","0",NA,NA,"Melat","1.93","1.14","10.09.2019",NA,"",NA,"No escau","No escau","Directa","Directa","Carlos Mazo, Lourdes Montes","No escau","No escau","Continu","Continu","","98.58","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.10 Triangulo con dos lados concavos tipo Cocina","G3. Triangulo de retoque abrupto","8610.2A.190.99",NA,"No escau","No escau","Abrupte","Abrupte","Concau","Complet","Rectilini regular","Incomplet","No escau","No escau","No escau","No escau","Silex Botorrita / Monegros","No","c inferior","No pose datacions perque
 no em pareixen aceptables",NA,"Esquerra","","No","","No","","Universidad de Zaragoza",NA,NA,"","Pedunculat punta","","","190",98.58,"G18"
3037,"Pontet","2.86","0.78","0.29","","64.28","47.56","0","0","0","3.43","1.56","2.87","0",NA,NA,"Melat","2.13","1.11","10.09.2019",NA,"",NA,"No escau","Directa","Directa","Directa","Carlos Mazo, Lourdes Montes","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","8610.2A'.157.236",NA,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Rectilini regular","No escau","Convex","No escau","Suau esquerra","Complet","Silex","No","c superior","Pareix silex Monton",NA,"Esquerra","","No","","No","","Universidad de Zaragoza",NA,NA,"","Segmentoide","","","157",100,"G1"
3038,"Pontet","2.38","0.75","0.23","","50.94","84.12","0","0","0","3.21","1.3","2.6","0",NA,NA,"Melat","1.55","1.41","10.09.2019",NA,"",NA,"No escau","Directa","Directa","Directa","Carlos Mazo, Lourdes Montes","No escau","Continu","Continu","Continu","","95.79","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","8610.3A.165.129",NA,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Rectilini regular","No escau","Convex","No escau","Centrat abrupte","Incomplet","Silex","No","c superior","",NA,"Esquerra","","No","","No","","Universidad de Zaragoza",NA,NA,"","Segmentoide","","","157",95.79,"G1"
3039,"Pontet","1.47","1","0.21","","48.21","51.14","0","0","80.64","0","0.79","1.7","0",NA,NA,"Gris","1.29","1.34","10.09.2019",NA,"",NA,"No escau","No escau","Doble bisell","Doble bisell","Carlos Mazo, Lourdes Montes","No escau","No escau","Continu","Continu","","97.31","Triangle","G9. Triangulo isosceles","Ts 9.4.1 Triangulo con doble bisel","G4. Triangulo de retoque en doble bisel","8610.2B'.144.1",NA,"No escau","No escau","Oblicu","Oblicu","Rectilini","Incomplet","Rectilini regular","Incomplet","No escau","No escau","No escau","No escau","Silex","No","c superior","",NA,"Esquerra","","No","","Si","","Universidad de Zaragoza",NA,NA,"","Si","","","144",97.31,"G9"
3040,"Pontet","1.9","0.82","0.24","","40.38","39.33","0","0","100.29","0","0.86","1.92","0",NA,NA,"Melat","1.27","1.24","10.09.2019",NA,"",NA,"No escau","No escau","Doble bisell","Doble bisell","Carlos Mazo, Lourdes Montes","No escau","No escau","Continu","Continu","","100","Triangle","G9. Triangulo isosceles","Ts 9.4.1 Triangulo con doble bisel","G4. Triangulo de retoque en doble bisel","8610.3A.150.89",NA,"No escau","No escau","Oblicu","Oblicu","Rectilini","Complet","Rectilini regular","Complet","No escau","No escau","No escau","No escau","Silex Botorrita / Monegros","No","c superior","",NA,"Esquerra","","No","","Si","","Universidad de Zaragoza",NA,NA,"","Si","","","150",100,"G9"
3044,"Pontet","2.31","1.27","0.27","","50.24","42.87","0","0","86.89","0","1.5","2.31","0",NA,NA,"Mel oscur","1.78","1.57","10.09.2019",NA,"",NA,"No escau","No escau","Doble bisell","Directe mes rasant complementari","Carlos Mazo, Lourdes Montes","No escau","No escau","Continu","Continu","","100","Triangle","G9. Triangulo isosceles","Ts 9.4.1 Triangulo con doble bisel","G4. Triangulo de retoque en doble bisel","8610.1A'.138.77",NA,"No escau","No escau","Oblicu","Abrupte","Rectilini","Complet","Rectilini regular","Complet","No escau","No escau","No escau","No escau","Silex Botorrita / Monegros","No","c superior","",NA,"Esquerra","","No","","No","","Universidad de Zaragoza",NA,NA,"","Si","","","138",100,"G9"
3046,"Pontet","2.13","0.87","0.19","","60.73","27.02","0","0","92.25","0","0.88","2.14","0",NA,NA,"Melat","1.87","0.97","10.09.2019",NA,"",NA,"No escau","No escau","Directa","Directa","Carlos Mazo, Lourdes Montes","No escau","No escau","Continu","Continu","","100","Triangle","G17. Triangulo escaleno con el lado pequeno concavo","Ta 9.3.9 Triangulo escaleno con el lado pequeno concavo","G3. Triangulo de retoque abrupto","8610.3B'.145.46",NA,"No escau","No escau","Abrupte","Abrupte","Concau","Complet","Rectilini regular","Complet","No escau","No escau","No escau","No escau","Silex Botorrita / Monegros","No","c superior","",NA,"Esquerra","","No","","No","","Universidad de Zaragoza",NA,NA,"","Pedunculat punta","","","145",100,"G17"
3050,"Pontet","1.7","0.71","0.2","","30.38","36.38","0","0","113.24","0","0.68","1.72","0",NA,NA,"Salmo","0.95","1.11","10.09.2019",NA,"",NA,"No escau","No escau","Doble bisell","Doble bisell","Carlos Mazo, Lourdes Montes","No escau","No escau","Continu","Continu","","100","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.10 Triangulo con dos lados concavos tipo Cocina","G4. Triangulo de retoque en doble bisel","8610.4B.160.19",NA,"No escau","No escau","Oblicu","Oblicu","Concau","Complet","Rectilini regular","Complet","No escau","No escau","No escau","No escau","Silex","No","c superior","Como lo oyes, Mari. es un triangulo tipo Cocina, en doble bisell",NA,"Esquerra","","No","","No","","Universidad de Zaragoza",NA,NA,"","Pedunculat arrodonit","","","160",100,"G18"
3051,"Pontet","1.67","1.19","0.3","","52.52","50.75","0","0","76.73","0","1.21","1.66","0",NA,NA,"Gris","1.36","1.32","10.09.2019",NA,"",NA,"No escau","No escau","Doble bisell","Doble bisell","Carlos Mazo, Lourdes Montes","No escau","No escau","Continu","Continu","","100","Triangle","G9. Triangulo isosceles","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","8610.2B'.158.163",NA,"No escau","No escau","Oblicu","Oblicu","Rectilini","Complet","Rectilini regular","Complet","No escau","No escau","No escau","No escau","Silex","No","c superior","",NA,"Esquerra","","No","","Si","","Universidad de Zaragoza",NA,NA,"","Si","","","158",100,"G9"
3053,"Pontet","3.47","0.84","0.24","","34.32","19.73","152.34","153.62","0","0","1.73","3.73","0.44",NA,NA,"Negre","2.35","1.32","10.09.2019",NA,"",NA,"No escau","Doble bisell","Doble bisell","Directa","Carlos Mazo, Lourdes Montes","No escau","Continu","Continu","Continu","","99.34","Trapezi","G3. Trapecio asimetrico","TRsp 9.2.3 Trapecio con retoque invasor inverso (truncadura con retoque cruzado)","G17. Trapecio con la base pequena retocada","8610.4A.165.57",NA,"No escau","Abrupte","Abrupte","Abrupte","Rectilini","Incomplet","Rectilini regular","Incomplet","Rectilini","Complet","No escau","No escau","Silex","No","c inferior","es una peça particular, perque
 sobre la cara dorsal el retoc es directe i sobre la cara ventral el retoc es continu, com els de doble bisell. No pose datacions perque
 no em pareixen aceptables",NA,"Esquerra","","No","","No","","Universidad de Zaragoza",NA,NA,"","Taprezoidal","","","165",99.34,"G3"
3054,"Pontet","2.29","0.88","0.3","","51.22","47.5","0","0","0","2.85","1.53","2.31","0",NA,NA,"Blanc","1.44","1.3","10.09.2019",NA,"",NA,"No escau","Doble bisell","Doble bisell","Doble bisell","Carlos Mazo, Lourdes Montes","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Ss 9.6 Segmento de doble bisel","G2. Segmento de retoque en doble bisel","8610.1A.124.20",NA,"No escau","Oblicu","Oblicu","Oblicu","Convex","No escau","Rectilini regular","No escau","Convex","No escau","Centrat suau","Complet","Silex Evaporitic","No","b","",NA,"Esquerra","","No","","No","","Universidad de Zaragoza",NA,NA,"","Segmentoide","","","165",100,"G1"
3056,"Pontet","1.16","1.5","0.32","","81.95","60.33","101.53","116.19","0","0","1.17","1.27","0.29",NA,NA,"Variat","1.6","1.39","10.09.2019",NA,"",NA,"No escau","Inexistent","Directa","Directa","Carlos Mazo, Lourdes Montes","No escau","Inexistent","Continu","Continu","","95.89","Trapezi","G2. Trapecio simetrico","TRa 9.1.1 Trapecio simetrico","G5. Trapecio simetrico","8610.2A.120.25",NA,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Rectilini regular","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","b","Rubefactat",NA,"Esquerra","","No","","No","","Universidad de Zaragoza",NA,NA,"","Taprezoidal","","","120",95.89,"G2"
3058,"Pontet","1.29","0.78","0.16","","39.83","75.21","134.07","110.89","0","0","0.65","1.4","0.4",NA,NA,"Blanc","0.67","1.08","10.09.2019",NA,"",NA,"No escau","Inexistent","Directa","Directa","Carlos Mazo, Lourdes Montes","No escau","Inexistent","Continu","Continu","","99.2","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","8610.4B.100.69",NA,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Incomplet","Rectilini regular","Complet","Inexistent","Complet","No escau","No escau","Silex","No","b","",NA,"Dreta","","No","","No","","Universidad de Zaragoza",NA,NA,"","Taprezoidal","","","115",99.2,"G6"
3060,"Reina Amalia","1.37","0.89","0.23","","61.24","64.55","116.51","117.7","0","0","0.95","1.37","0.57",2008,59,"Blanc","0.85","0.9","26.09.2019",5720,"",30,"No escau","Directa","Directa","Directa","Borrell o Javi Gonzalez o Anna Gomez (revisar)","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","041/08-59-8067",NA,"No escau","Abrupte","Abrupte","Abrupte","Convex","Complet","Rectilini regular","Complet","Convex","Complet","Centrat abrupte","No escau","Silex","No","","",NA,"Esquerra","","No","","Si","","MUHBA (Zona Franca)",NA,NA,"","Segmentoide","","","115",100,"G1"
3061,"Reina Amalia","1.53","0.97","0.29","","48.84","47.05","0","0","84.11","0","1.03","1.63","0",2008,15,"Blanc","1.24","1.2","26.09.2019",NA,"",NA,"No escau","No escau","Directa","Doble bisell","Borrell o Javi Gonzalez o Anna Gomez (revisar)","No escau","No escau","Continu","Continu","","99.23","Triangle","G9. Triangulo isosceles","Ts 9.4.1 Triangulo con doble bisel","G4. Triangulo de retoque en doble bisel","041/08-15-12957",NA,"No escau","No escau","Abrupte","Oblicu","Convex suau","Incomplet","Rectilini regular","Incomplet","No escau","No escau","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","","Si","","MUHBA (Zona Franca)",NA,NA,"","Si","","","115",99.23,"G9"
3062,"Reina Amalia","2.5","1.01","0.31","","48.27","45.92","0","0","0","3.56","1.79","2.85","0",2008,46,"Blanc","1.73","1.71","26.09.2019",5740,"",40,"No escau","Doble bisell","Doble bisell","Doble bisell","Javi Gonzalez","No escau","Continu","Continu","Continu","","96.57","Segment","G1. Segmento o media Luna","Ss 9.6 Segmento de doble bisel","G2. Segmento de retoque en doble bisel","041/08-46-4117",NA,"No escau","Oblicu","Oblicu","Oblicu","Convex","No escau","Rectilini regular","No escau","Convex","No escau","Centrat suau","Incomplet","Silex Evaporitic","No","","",NA,"Esquerra","","No","","Si","","MUHBA (Zona Franca)",NA,NA,"","Segmentoide","","","115",96.57,"G1"
3063,"Reina Amalia","2.55","1.27","0.46","","66.24","58.34","0","0","0","3.68","2.19","2.52","0",2008,15,"Gris","1.75","1.74","26.09.2019",NA,"",NA,"No escau","Doble bisell","Doble bisell","Doble bisell","Javi Gonzalez","No escau","Continu","Continu","Continu","","100","Segment","G1. Segmento o media Luna","Ss 9.6 Segmento de doble bisel","G2. Segmento de retoque en doble bisel","041/08-15-567",NA,"No escau","Oblicu","Oblicu","Oblicu","Convex","No escau","Rectilini regular","No escau","Convex","No escau","Centrat abrupte","Complet","Silex","No","","",NA,"Esquerra","","No","","Si","","MUHBA (Zona Franca)",NA,NA,"","Segmentoide","","","115",100,"G1"
3065,"Caserna de Sant Pau","1.39","1.14","0.35","","75.25","70.02","0","0","0","2.75","1.27","1.39","0",1990,NA,"Blanc","1.27","1.29","26.09.2019",NA,"",NA,"No escau","Doble bisell","Doble bisell","Doble bisell","Robert Farre","No escau","Continu","Continu","Continu","Post-Cardial","100","Segment","G1. Segmento o media Luna","Ss 9.6 Segmento de doble bisel","G2. Segmento de retoque en doble bisel","401",NA,"No escau","Oblicu","Oblicu","Oblicu","Convex","No escau","Rectilini regular","No escau","Convex","No escau","Centrat abrupte","Complet","Silex Evaporitic","No","Enterrament XVII","Tambe te retoc complementari en la cara dorsal. Te datacio en la sepultura XVIII, que esta al mateix horitzo (segons Miquel), que ve a estar cap a 4100 calibrat.",NA,"Esquerra","m-9¿?","No","B","No","","MUHBA (Zona Franca)",NA,NA,"","Segmentoide","","","",100,"G1"
3067,"Caserna de Sant Pau","1.28","1.54","0.37","","76.38","79.17","103.35","101.09","0","0","1.53","1.11","0.49",1990,NA,"Variat","1.48","1.5","26.09.2019",6290,"5300-5200 (public 2008)",50,"No escau","Inexistent","Alternant","Directa","Robert Farre","No escau","Inexistent","Continu","Continu","Cardial","100","Trapezi","G4. Trapecio rectangulo","Rea 9.7 Rectangulo de retoque abrupto","G18. Rectangulo de retoque abrupto","LX.227",NA,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Rectilini regular","Complet","Inexistent","Complet","No escau","No escau","Silex Jaspoide","No","Sitja 1","Esta rubefactat",NA,"Esquerra","H-12","No","B","Si","","MUHBA (Zona Franca)",NA,NA,"","Taprezoidal","","","",100,"G4"
3069,"Cueva de la Cocina","1.49","0.82","0.15","","65.69","33.97","111.54","148.79","0","0","0.61","1.67","0.25",2018,1422,"Rosa","1.31","0.82","23.01.2020",NA,"",NA,"No escau","Inexistent","Directa","Directa","Oreto Garcia Puchol","No escau","Inexistent","Continu","Continu","","98.17","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","pt. 1664",NA,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Rectilini regular","Incomplet","Inexistent","Complet","No escau","No escau","Silex Salva","No","","",NA,"Esquerra","KE1S2S","Si","Sondeig 4","No","","Universita de Vale
ncia",NA,NA,"","Taprezoidal","1007.07","1008.55","406.5",98.17,"G7"
3074,"Cueva de la Cocina","1.4","0.72","0.17","","56.15","41","126.52","136.33","0","0","0.67","1.66","0.51",2018,1402,"Marro

","0.98","0.75","23.01.2020",NA,"",NA,"No escau","Inexistent","Directa","Directa","Oreto Garcia Puchol","No escau","Inexistent","Continu","Continu","","96.52","Trapezi","G3. Trapecio asimetrico","TRa 9.1.2 Trapecio asimetrico","G6. Trapecio asimetrico","195",NA,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Incomplet","Rectilini regular","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","KE1S2S","No","Sondeig 4","No","","Universita de Vale
ncia",NA,NA,"","Taprezoidal","1006.86","1008.08","406.62",96.52,"G3"
3075,"Cueva de la Cocina","1.42","0.73","0.23","","56.84","34.8","128.25","140.11","0","0","0.61","1.69","0.28",2018,1402,"Salmo","1.2","0.79","23.01.2020",NA,"",NA,"No escau","Inexistent","Directa","Directa","Oreto Garcia Puchol","No escau","Inexistent","Continu","Microburi","","96.32","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","197",NA,"No escau","Inexistent","Abrupte","Abrupte","Microburi","Complet","Rectilini regular","Incomplet","Inexistent","Complet","No escau","No escau","Silex","Si","","Rubefactat",NA,"Esquerra","KE1S2S","No","Sondeig 4","No","","Universita de Vale
ncia",NA,NA,"","Taprezoidal","1006.91","1008.05","406.61",96.32,"G7"
3076,"Cueva de la Cocina","1.81","0.62","0.11","","31.41","35.66","147.41","145.52","0","0","0.64","1.82","0.16",2018,1402,"Mel clar","0.94","1.06","23.01.2020",NA,"",NA,"No escau","Inexistent","Directa","Directa","Oreto Garcia Puchol","No escau","Inexistent","Microburi","Continu","","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","No en te",NA,"No escau","Inexistent","Abrupte","Abrupte","Concau alt","Complet","Rectilini regular","Complet","Inexistent","Complet","No escau","No escau","Silex","Si","","",NA,"Dreta","KE1S2S","No","Sondeig 4","No","","Universita de Vale
ncia",NA,NA,"","Taprezoidal","","","",100,"G7"
3077,"Cueva de la Cocina","1.69","0.74","0.28","","48.51","31.21","130.55","149.73","0","0","0.65","1.94","0.14",2018,1418,"Mel clar","1.38","0.96","23.01.2020",NA,"",NA,"No escau","Inexistent","Directa","Directa","Oreto Garcia Puchol","No escau","Inexistent","Continu","Continu","","97.69","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","No en te",NA,"No escau","Inexistent","Abrupte","Abrupte","Concau","Incomplet","Rectilini regular","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","KE1S2S","No","Sondeig 4","No","","Universita de Vale
ncia",NA,NA,"","Taprezoidal","1007.83","1009.27","406.4",97.69,"G7"
3078,"Cueva de la Cocina","1.69","0.74","0.27","","48.51","31.21","130.55","149.73","0","0","0.65","1.94","0.14",1942,7,"Gris clar","1.38","0.96","29.09.2020",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","97.69","Trapezi","G3. Trapecio asimetrico","TRa 9.1.2 Trapecio asimetrico","G6. Trapecio asimetrico","No en te",120388,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Incomplet","Rectilini regular","Incomplet","Inexistent","Complet","No escau","No escau","Calcaria","No","","",NA,"Esquerra","","No","B","No","","Museu de Prehisto

ria de Vale
ncia",NA,NA,"","Taprezoidal","","","",98.99,"G3"
3079,"Cueva de la Cocina","1.69","0.74","0.25","","48.51","31.21","130.55","149.73","0","0","0.65","1.94","0.14",1942,7,"Crema","1.38","0.96","01.10.2020",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","97.69","Trapezi","G3. Trapecio asimetrico","TRa 9.1.2 Trapecio asimetrico","G6. Trapecio asimetrico","976",120404,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Incomplet","Rectilini regular","Incomplet","Inexistent","Complet","No escau","No escau","Silex Local Cocina","Si","","Revisada mate
ria prima (1-Oct-2020)",NA,"Esquerra","","No","C","No","","Museu de Prehisto

ria de Vale
ncia",NA,NA,"","Taprezoidal","","","",100,"G3"
3080,"Nerja","","","","","","","","","","","","","",NA,NA,"","","","16.03.2021",NA,"",NA,"","Inexistent","Directa","Directa","Pellicer?","","Inexistent","Part trencada","Continu","","","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","278",NA,"","Inexistent","Abrupte","Abrupte","Concau","","","","","","","","Silex","Si","10A","","","Esquerra","","","Mina","No","","Bibliografia",NA,NA,"","Trapezoidal","","","",96.53,"G7"
3083,"El Retamar","","","","","","","","","","","","","",NA,NA,"","","","16.03.2021",NA,"",NA,"","Inexistent","Directa","Directa","Pepe Ramos","","Inexistent","Continu","Continu","","","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","337",NA,"","Inexistent","Abrupte","Abrupte","Concau","","","","","","","","Silex","Indefinible","","","","Esquerra","JVIII","","Corte 2","Si","31","Bibliografia",NA,NA,"","Trapezoidal","","","",100,"G7"
3084,"El Retamar","","","","","","","","","","","","","",NA,NA,"","","","16.03.2021",NA,"",NA,"","Directa","Directa","Directa","Pepe Ramos","","Continu","Continu","Continu","","","Triangle","G9. Triangulo isosceles","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","291",NA,"","Abrupte","Abrupte","Abrupte","Rectilini","","","","","","","","Silex","Indefinible","","","","Esquerra","AIII","","Corte 1","Si","","Bibliografia",NA,NA,"","Si","","","",100,"G9"
3085,"El Retamar","","","","","","","","","","","","","",NA,NA,"","","","16.03.2021",NA,"",NA,"","Inexistent","Directa","Directa","Pepe Ramos","","Inexistent","Continu","Continu","","","Trapezi","G3. Trapecio asimetrico","TRa 9.1.2 Trapecio asimetrico","G6. Trapecio asimetrico","293",NA,"","Inexistent","Abrupte","Abrupte","Rectilini","","","","","","","","Silex","Indefinible","","","","Dreta","BIII","","Corte 1","No","","Bibliografia",NA,NA,"","Trapezoidal","","","",99.93,"G3"
3086,"El Retamar","","","","","","","","","","","","","",NA,NA,"","","","16.03.2021",NA,"",NA,"","Inexistent","Directa","Directa","Pepe Ramos","","Inexistent","Continu","Continu","","","Trapezi","G2. Trapecio simetrico","TRa 9.1.2 Trapecio asimetrico","G6. Trapecio asimetrico","295",NA,"","Inexistent","Abrupte","Abrupte","Convex","","","","","","","","Silex","Indefinible","","","","Dreta","BIV-V","","Corte 1","Si","","Bibliografia",NA,NA,"","Si","","","",100,"G2"
3087,"El Retamar","","","","","","","","","","","","","",NA,NA,"","","","16.03.2021",NA,"",NA,"","Inexistent","Directa","Directa","Pepe Ramos","","Inexistent","Continu","Continu","","","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","295",NA,"","Inexistent","Abrupte","Abrupte","Concau","","","","","","","","Silex","Indefinible","","","","Esquerra","DV","","Corte 1","Si","","Bibliografia",NA,NA,"","Trapezoidal","","","",100,"G6"
3088,"El Retamar","","","","","","","","","","","","","",NA,NA,"","","","16.03.2021",NA,"",NA,"","Inexistent","Directa","Directa","Pepe Ramos","","Inexistent","Continu","Continu","","","Trapezi","G2. Trapecio simetrico","TRa 9.1.1 Trapecio simetrico","G5. Trapecio simetrico","297",NA,"","Inexistent","Abrupte","Abrupte","Rectilini","","","","","","","","Silex","Indefinible","","","","Esquerra","EI","","Corte 1","No","","Bibliografia",NA,NA,"","Trapezoidal","","","",96.14,"G2"
3089,"El Retamar","","","","","","","","","","","","","",NA,NA,"","","","16.03.2021",NA,"",NA,"","Inexistent","Directa","Directa","Pepe Ramos","","Inexistent","Continu","Continu","","","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","297",NA,"","Inexistent","Abrupte","Abrupte","Concau","","","","","","","","Silex","Indefinible","","","","Esquerra","EII","","Corte 1","Si","","Bibliografia",NA,NA,"","Trapezoidal","","","",100,"G7"
3090,"El Retamar","","","","","","","","","","","","","",NA,NA,"","","","16.03.2021",NA,"",NA,"","Inexistent","Directa","Directa","Pepe Ramos","","Inexistent","Continu","Continu","","","Trapezi","G2. Trapecio simetrico","TRa 9.1.1 Trapecio simetrico","G5. Trapecio simetrico","299",NA,"","Inexistent","Abrupte","Abrupte","Rectilini","","","","","","","","Silex","Indefinible","","","","Esquerra","EII","","Corte 1","Si","","Bibliografia",NA,NA,"","Trapezoidal","","","",100,"G2"
3091,"El Retamar","","","","","","","","","","","","","",NA,NA,"","","","16.03.2021",NA,"",NA,"","Inexistent","Directa","Directa","Pepe Ramos","","Inexistent","Continu","Continu","","","Trapezi","G3. Trapecio asimetrico","TRa 9.1.2 Trapecio asimetrico","G6. Trapecio asimetrico","301",NA,"","Inexistent","Abrupte","Abrupte","Rectilini","","","","","","","","Silex","Indefinible","","","","Esquerra","EIII","","Corte 1","No","","Bibliografia",NA,NA,"","Trapezoidal","","","",100,"G3"
3092,"El Retamar","","","","","","","","","","","","","",NA,NA,"","","","16.03.2021",NA,"",NA,"","Inexistent","Directa","Directa","Pepe Ramos","","Inexistent","Continu","Continu","","","Trapezi","G3. Trapecio asimetrico","TRa 9.1.2 Trapecio asimetrico","G6. Trapecio asimetrico","303",NA,"","Inexistent","Abrupte","Abrupte","Rectilini","","","","","","","","Silex","Indefinible","","","","Esquerra","FI","","Corte 1","Si","","Bibliografia",NA,NA,"","Trapezoidal","","","",100,"G3"
3093,"El Retamar","","","","","","","","","","","","","",NA,NA,"","","","16.03.2021",NA,"",NA,"","Inexistent","Directa","Directa","Pepe Ramos","","Inexistent","Continu","Continu","","","Trapezi","G3. Trapecio asimetrico","TRa 9.1.2 Trapecio asimetrico","G6. Trapecio asimetrico","303",NA,"","Inexistent","Abrupte","Abrupte","Rectilini","","","","","","","","Silex","Indefinible","","","","Esquerra","FI","","Corte 1","Si","","Bibliografia",NA,NA,"","Trapezoidal","","","",100,"G3"
